,HEK293T,HeLa,A549,HaCaT,MCF7,HUH7,PC3,Tera1,JEG3,SKNSH
0_lib2_controls_49,0.817399136267837,1.0099625395020793,0.9964608664571195,0.7676779583528799,1.6355764014240908,1.901350340219564,1.3416684243101096,0.813163106391868,0.7213293167017293,0.721277320388117
0_lib2_controls_50,0.7512282480265734,0.9027409823465191,0.7142811510006047,0.7339770460893,1.2134192899881677,1.600130178765605,1.1296602062563006,1.1848620268686956,0.9087839419395072,0.9778266786929132
0_lib2_controls_51,0.8336744320177308,1.4432254254140127,1.0638285313869706,1.151290609157416,1.717090730050508,2.653593143447494,2.1662697198563037,1.2926342775177235,1.186146407100468,1.0971524408568463
0_lib2_controls_52,0.5631728828376673,0.7517699245932647,0.6805931145603887,0.7217300293526835,1.04910345457259,1.0071634785098706,1.3298170530851805,0.679328364749392,0.5629064365891049,0.870571498589828
10_miRNA_full_repeat_x6_1,0.6235721487493499,0.08557023512681883,0.09019856746602385,0.14998675060891034,0.6998709904998847,0.7537181253429578,0.13098662769719147,0.49111589250593357,0.509785221202851,0.7378162110988251
10_miRNA_full_repeat_x6_2,0.020937389228926396,0.014465230763923054,0.026220501928882547,0.01290415799584784,0.1256352615792211,0.013707466499734627,0.012497555100826726,0.025436552237795174,0.015952539063240165,0.031016665058779154
10_miRNA_full_repeat_x6_3,0.27608351231879696,0.032018936496362914,0.035738747182765124,0.045517483512944885,0.04069914183567147,0.22901385023867607,0.01805552110372017,0.1709573321939396,0.17242755874810461,0.054945804056078816
10_miRNA_full_repeat_x6_4,0.03202246036114303,0.022240712669876816,0.03646907917320826,0.029202934379426223,0.18837679864076967,0.023539251833132668,0.02972838395062498,0.032455928327974885,0.03759753207887572,0.04624490331090353
10_miRNA_full_repeat_x6_5,0.8771433237516015,0.5741750779950344,0.5451388626466686,0.42890694563620146,0.9132411139452701,0.014873144217847361,0.4621721053826263,0.5628229589458339,0.4335878090765901,0.6850414194251452
10_miRNA_full_repeat_x6_6,0.06899860302520612,0.09162860891121517,0.07866875248440704,0.05644256370506554,0.06784927946278321,0.0616844326318293,0.048258386277583956,0.08620655590881306,0.23575124975664352,0.07692950320657009
10_miRNA_full_repeat_x6_7,0.09920839192972697,0.9267246932726375,0.6394870012117781,0.9425376365358075,1.137111554145742,1.128184259014381,0.2624358879064535,1.1325066957643835,0.8878512821375226,0.3191445320029496
10_miRNA_full_repeat_x6_8,0.31466212324820947,0.1329961494459839,0.10431404986759181,0.317197112914966,0.1025735014919722,0.4842195498818055,0.6390581704568216,0.8931236737605314,0.6157468976291574,2.0225582120066568
10_miRNA_full_repeat_x6_9,0.3130779297044002,0.04998789346309318,0.06927137667703168,0.05287626219304696,0.3352211343124188,0.08869015849792326,0.059817216222122195,0.34737760104804877,0.26059714671512874,0.498526421347611
10_miRNA_full_repeat_x6_10,0.07421202319117907,0.012736878283041597,0.013995047386165511,0.010557856970595796,0.03516876168863331,0.33259230193273176,0.005420043997050911,0.39412653175462065,0.4723174880873421,0.018040885221207174
10_miRNA_full_repeat_x6_11,0.4384534387662088,0.01680060260700608,0.020600831835377295,0.02475434212909418,0.09038364402602402,0.8551642459668094,0.015247572532219438,0.8013871539499001,0.7177391939713917,0.03907253058885354
10_miRNA_full_repeat_x6_12,0.15910209899177383,0.012788625239955305,0.013364876301349336,0.013038933287212427,0.01597873126600506,0.03267315828612208,0.01645645400269964,0.05356852071237955,0.16191180673111857,0.11401927110828317
10_miRNA_full_repeat_x6_13,0.061506958282194046,0.009017478877545901,0.009418804879087599,0.012096336140838833,0.02584639735098274,0.4032182195274041,0.006285460012351691,0.3329231392240952,0.4769970007402208,0.013341176996372786
10_miRNA_full_repeat_x6_14,0.12122196903722013,0.2548711827461216,0.17814850985065406,0.035552287334242844,0.3003254684875589,0.2325407002534718,0.1621384246474855,0.05954472375149797,0.2963324496008857,0.11844168251587384
10_miRNA_full_repeat_x6_15,0.07923175094677896,0.27337615808675225,0.17302717871205817,0.08987494332398827,0.19582192378369861,0.2849722980757667,0.07905964224402116,0.09165410285274787,0.4964936247531182,0.09485296739077245
10_miRNA_full_repeat_x6_16,0.05021352467697456,0.08414265667916401,0.21515405305057234,0.06778457112454236,0.5880593814719207,0.09088468158312016,0.08385304852718344,0.06057465419695831,0.2087214598521368,0.10984877618255781
10_miRNA_full_repeat_x6_17,0.5094692448839365,0.0281936448782075,0.03698860324493705,0.05629628609193343,0.9241643607829383,1.2092564852609478,0.05467126740042881,0.25996240822024025,0.3291672255317324,0.9484445261475439
10_miRNA_full_repeat_x6_18,0.034111290610702866,0.02732868656762265,0.055386472573574014,0.033284899028584114,0.046595830717221155,0.03251375661985915,0.02358214194168019,0.04381438873892089,0.04074275316498485,0.07566083093994386
10_miRNA_full_repeat_x6_19,0.07828557367598613,0.006648436237203367,0.009087976741797423,0.007241070356999772,0.03915006961274086,0.4619352997292999,0.009562247951800542,0.3828255074221678,0.4194898259622791,0.010758894950011071
10_miRNA_full_repeat_x6_20,0.06769062003459683,0.011188519668792992,0.01783507825303299,0.014865339060661367,0.05280639519269732,0.6624076374133204,0.009624802083862467,0.47118109996473284,0.5987246012160053,0.020327345773725206
10_miRNA_full_repeat_x6_21,0.1531591605321463,0.026882539832386594,0.06485014025939108,0.0351621741186868,0.3140222842179115,0.05918634805996553,0.057567784566483614,0.11973144115587493,0.11252644006928203,0.03860313523511051
